time,n,e,d,u,v,w,p,q,r,max_penetration
10.22,2.0597435661855235,0.0,1.1045369484539123,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.24,2.0617435661855232,0.0,1.1047369484539122,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.26,2.063743566185523,0.0,1.1049369484539122,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.28,2.065743566185523,0.0,1.1051369484539122,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.3,2.0677435661855226,0.0,1.1053369484539122,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.32,2.0697435661855224,0.0,1.1055369484539121,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.34,2.071743566185522,0.0,1.1057369484539121,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.36,2.073743566185522,0.0,1.105936948453912,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.38,2.0757435661855217,0.0,1.106136948453912,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.4,2.0777435661855215,0.0,1.106336948453912,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.42,2.0797435661855213,0.0,1.106536948453912,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.44,2.081743566185521,0.0,1.106736948453912,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.46,2.083743566185521,0.0,1.106936948453912,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.48,2.0857435661855206,0.0,1.107136948453912,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.5,2.0877435661855204,0.0,1.107336948453912,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.52,2.08974356618552,0.0,1.107536948453912,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.540000000000001,2.09174356618552,0.0,1.107736948453912,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.56,2.0937435661855197,0.0,1.1079369484539119,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.58,2.0957435661855195,0.0,1.1081369484539119,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.6,2.0977435661855193,0.0,1.1083369484539118,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.620000000000001,2.099743566185519,0.0,1.1085369484539118,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.64,2.101743566185519,0.0,1.1087369484539118,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.66,2.1037435661855186,0.0,1.1089369484539118,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.68,2.1057435661855184,0.0,1.1091369484539118,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.700000000000001,2.107743566185518,0.0,1.1093369484539117,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.72,2.109743566185518,0.0,1.1095369484539117,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
