time,surface,analytic
8.65,-0.11907913523324963,-0.11907913523324963
8.675,-0.12732562439654346,-0.12732562439654346
8.700000000000001,-0.13522312287366198,-0.13522312287366198
8.725,-0.14274998417022733,-0.14274998417022733
8.75,-0.14988557768261232,-0.14988557768261232
8.775,-0.1566103452449885,-0.1566103452449885
8.8,-0.16290585473689934,-0.16290585473689934
8.825000000000001,-0.1687548506044234,-0.1687548506044234
8.85,-0.17414130115644627,-0.17414130115644627
8.875,-0.1790504425064131,-0.1790504425064131
8.9,-0.18346881903911355,-0.18346881903911355
8.925,-0.187384320291589,-0.187384320291589
8.950000000000001,-0.19078621414706962,-0.19078621414706962
8.975,-0.19366517625096005,-0.19366517625096005
9.0,-0.19601331556824833,-0.19601331556824833
9.025,-0.19782419601228238,-0.19782419601228238
9.05,-0.199092854085638,-0.199092854085638
9.075000000000001,-0.1998158124847195,-0.1998158124847195
9.1,-0.19999108963080722,-0.19999108963080722
9.125,-0.1996182051014271,-0.1996182051014271
9.15,-0.1986981809471553,-0.1986981809471553
9.175,-0.19723353889024853,-0.19723353889024853
9.200000000000001,-0.19522829341277867,-0.19522829341277867
9.225,-0.19268794075321694,-0.19268794075321694
9.25,-0.18961944384162502,-0.18961944384162502
9.275,-0.18603121321474914,-0.18603121321474914
9.3,-0.18193308396332275,-0.18193308396332275
9.325000000000001,-0.17733628877476648,-0.17733628877476648
9.35,-0.17225342714517322,-0.17225342714517322
9.375,-0.1666984308449636,-0.1666984308449636
9.4,-0.16068652573287381,-0.16068652573287381
9.425,-0.15423419002293323,-0.15423419002293323
9.450000000000001,-0.1473591091188273,-0.1473591091188273
9.475,-0.14008012713943324,-0.14008012713943324
9.5,-0.13241719526839976,-0.13241719526839976
9.525,-0.12439131706934202,-0.12439131706934202
9.55,-0.11602449091653162,-0.11602449091653162
9.575000000000001,-0.10733964969888249,-0.10733964969888249
9.600000000000001,-0.09836059796249629,-0.09836059796249629
9.625,-0.08911194666405621,-0.08911194666405621
9.65,-0.07961904571390543,-0.07961904571390543
9.675,-0.06990791449370484,-0.06990791449370484
9.700000000000001,-0.06000517053911656,-0.06000517053911656
9.725000000000001,-0.04993795658298882,-0.04993795658298882
9.75,-0.039733866159012615,-0.039733866159012615
9.775,-0.02942086796976103,-0.02942086796976103
9.8,-0.019027229226423793,-0.019027229226423793
9.825000000000001,-0.008581438170343413,-0.008581438170343413
9.850000000000001,0.0018878740112741332,0.0018878740112741332
9.875,0.012352011661449872,0.012352011661449872
9.9,0.02278229330624009,0.02278229330624009
9.925,0.033150130268655695,0.033150130268655695
9.950000000000001,0.043427105028242215,0.043427105028242215
9.975000000000001,0.05358504911152739,0.05358504911152739
10.0,0.06359612029984828,0.06359612029984828
10.025,0.07343287894294008,0.07343287894294008
10.05,0.08306836316910678,0.08306836316910678
10.075000000000001,0.09247616278583742,0.09247616278583742
10.100000000000001,0.10163049166831134,0.10163049166831134
10.125,0.11050625843737066,0.11050625843737066
10.15,0.1190791352332496,0.1190791352332496
10.175,0.12732562439654344,0.12732562439654344
10.200000000000001,0.13522312287366198,0.13522312287366198
10.225000000000001,0.1427499841702278,0.1427499841702278
10.25,0.14988557768261232,0.14988557768261232
10.275,0.1566103452449885,0.1566103452449885
10.3,0.16290585473689934,0.16290585473689934
10.325000000000001,0.1687548506044234,0.1687548506044234
10.350000000000001,0.1741413011564466,0.1741413011564466
10.375,0.1790504425064131,0.1790504425064131
10.4,0.18346881903911352,0.18346881903911352
10.425,0.187384320291589,0.187384320291589
10.450000000000001,0.19078621414706962,0.19078621414706962
10.475000000000001,0.19366517625096025,0.19366517625096025
10.5,0.19601331556824833,0.19601331556824833
10.525,0.19782419601228238,0.19782419601228238
10.55,0.199092854085638,0.199092854085638
10.575000000000001,0.1998158124847195,0.1998158124847195
10.600000000000001,0.1999910896308072,0.1999910896308072
10.625,0.1996182051014271,0.1996182051014271
10.65,0.1986981809471553,0.1986981809471553
10.675,0.19723353889024853,0.19723353889024853
10.700000000000001,0.19522829341277867,0.19522829341277867
10.725000000000001,0.19268794075321674,0.19268794075321674
10.75,0.18961944384162502,0.18961944384162502
10.775,0.18603121321474916,0.18603121321474916
10.8,0.18193308396332275,0.18193308396332275
10.825000000000001,0.17733628877476648,0.17733628877476648
10.850000000000001,0.17225342714517286,0.17225342714517286
10.875,0.1666984308449636,0.1666984308449636
10.9,0.16068652573287384,0.16068652573287384
10.925,0.15423419002293326,0.15423419002293326
10.950000000000001,0.1473591091188273,0.1473591091188273
10.975000000000001,0.14008012713943274,0.14008012713943274
11.0,0.1324171952683998,0.1324171952683998
11.025,0.12439131706934203,0.12439131706934203
11.05,0.11602449091653165,0.11602449091653165
11.075000000000001,0.1073396496988825,0.1073396496988825
11.100000000000001,0.0983605979624963,0.0983605979624963
11.125,0.08911194666405686,0.08911194666405686
11.15,0.07961904571390545,0.07961904571390545
11.175,0.06990791449370486,0.06990791449370486
11.200000000000001,0.06000517053911658,0.06000517053911658
11.225000000000001,0.04993795658298884,0.04993795658298884
11.25,0.039733866159012636,0.039733866159012636
11.275,0.029420867969761053,0.029420867969761053
11.3,0.019027229226423817,0.019027229226423817
11.325000000000001,0.008581438170343438,0.008581438170343438
11.350000000000001,-0.001887874011274109,-0.001887874011274109
11.375,-0.012352011661449848,-0.012352011661449848
11.4,-0.022782293306240067,-0.022782293306240067
11.425,-0.033150130268655674,-0.033150130268655674
11.450000000000001,-0.043427105028242194,-0.043427105028242194
11.475000000000001,-0.053585049111527366,-0.053585049111527366
11.5,-0.06359612029984825,-0.06359612029984825
11.525,-0.07343287894294007,-0.07343287894294007
11.55,-0.08306836316910611,-0.08306836316910611
11.575000000000001,-0.0924761627858374,-0.0924761627858374
11.600000000000001,-0.10163049166831131,-0.10163049166831131
11.625,-0.11050625843737064,-0.11050625843737064
11.65,-0.1190791352332496,-0.1190791352332496
11.675,-0.1273256243965434,-0.1273256243965434
11.700000000000001,-0.13522312287366195,-0.13522312287366195
11.725000000000001,-0.1427499841702278,-0.1427499841702278
11.75,-0.14988557768261232,-0.14988557768261232
11.775,-0.15661034524498807,-0.15661034524498807
11.8,-0.1629058547368993,-0.1629058547368993
11.825000000000001,-0.1687548506044234,-0.1687548506044234
11.850000000000001,-0.1741413011564466,-0.1741413011564466
11.875,-0.1790504425064131,-0.1790504425064131
11.9,-0.18346881903911352,-0.18346881903911352
11.925,-0.187384320291589,-0.187384320291589
11.950000000000001,-0.1907862141470696,-0.1907862141470696
11.975000000000001,-0.19366517625096025,-0.19366517625096025
12.0,-0.19601331556824833,-0.19601331556824833
